age;height_cm;weight_kg;overall;skill_moves;pace;shooting;passing;dribbling;defending;physic
25;183;75;76;4;76;74;73;80;55;64
24;188;79;76;3;75;74;71;73;74;81
24;192;81;76;2;78;28;54;60;80;74
25;189;83;76;2;66;31;62;61;76;79
26;189;94;76;3;71;77;58;69;39;81
27;178;72;76;3;83;63;73;78;69;72
24;182;83;76;3;66;69;74;74;75;80
23;183;70;76;2;70;45;62;63;80;69
23;169;68;76;2;68;64;76;75;65;72
21;183;76;76;3;86;78;67;77;29;58
22;172;68;76;3;92;66;71;80;31;55
25;191;87;76;4;78;75;69;81;39;70
27;164;59;76;4;91;70;79;85;28;52
25;173;70;76;4;91;77;70;79;32;56
26;193;87;76;3;67;74;59;73;38;79
23;171;72;76;2;91;64;72;73;65;76
25;184;78;76;2;67;42;48;55;80;73
23;183;79;76;3;75;76;70;80;38;72
26;188;81;76;4;78;74;67;75;44;82
26;176;67;76;4;82;74;72;81;30;59
23;186;79;76;3;79;27;45;58;78;80
23;179;70;76;3;91;68;71;79;31;57
23;180;80;76;2;66;59;66;69;75;76
26;175;73;76;3;72;67;79;78;68;71
22;184;82;76;3;85;77;56;71;30;70
22;184;80;76;2;66;66;71;69;73;79
22;172;67;76;2;82;67;71;76;74;73
24;184;78;76;3;81;65;59;66;77;74
24;183;72;76;2;73;66;73;74;67;78
26;173;71;76;4;87;62;66;85;41;50
25;178;68;76;4;74;69;70;74;76;76
26;185;72;76;3;84;71;73;76;42;65
26;180;70;76;2;69;39;71;68;77;73
26;173;70;76;4;75;72;76;78;41;60
27;185;75;76;3;79;76;73;74;40;76
26;177;75;76;3;89;74;71;76;35;60
27;184;82;76;2;54;58;75;66;69;77
27;175;76;76;2;67;61;68;73;76;80
26;172;61;76;4;88;62;71;84;36;50
26;190;83;76;2;58;53;71;67;74;75
26;180;75;76;2;72;60;72;70;74;78
25;181;78;76;2;83;77;59;72;38;73
25;186;76;76;2;65;29;55;44;78;76
25;196;78;76;2;60;77;50;59;38;74
25;180;80;76;2;66;52;67;64;79;81
24;177;77;76;2;72;42;66;68;78;71
26;176;74;76;4;76;77;75;80;37;64
24;172;65;76;4;82;73;72;79;32;56
25;194;88;76;2;51;39;49;40;78;78
25;186;76;76;3;50;61;76;76;69;67
27;185;85;76;2;66;44;51;62;76;80
27;176;76;76;4;77;79;69;83;37;66
27;184;85;76;3;77;55;76;76;74;77
26;183;80;76;2;60;67;78;70;74;74
26;173;64;76;3;65;68;74;75;71;73
27;176;77;76;4;91;62;70;82;31;63
27;175;69;76;2;84;67;74;73;73;74
25;185;83;76;2;68;51;55;57;78;77
26;177;72;76;3;81;57;73;76;71;70
26;176;70;76;4;79;76;73;80;29;56
26;194;88;76;2;61;77;59;68;29;83
24;179;73;76;3;71;66;76;78;66;66
26;178;72;76;2;76;62;70;75;74;72
27;192;77;76;2;71;43;62;65;76;79
26;182;79;76;4;83;70;71;81;32;70
27;186;76;76;2;71;76;58;72;31;74
27;176;73;76;3;77;60;72;71;76;67
27;169;67;76;3;83;68;75;82;70;65
26;178;64;76;3;74;77;71;78;38;52
27;185;73;76;2;64;45;54;65;79;78
27;192;84;76;2;72;55;67;68;76;82
26;189;81;76;2;80;44;62;70;75;84
26;171;76;76;3;76;65;61;67;78;86
24;169;63;76;3;75;59;74;79;26;57
26;190;79;76;4;72;74;79;76;39;65
30;175;75;76;3;87;71;71;76;71;80
33;175;69;76;2;58;65;70;73;79;76
32;188;77;76;2;51;80;70;67;33;79
33;184;84;76;3;70;76;72;73;65;79
34;180;70;76;4;68;71;78;79;51;68
36;184;81;76;2;38;40;49;46;80;66
32;191;83;76;3;49;74;63;66;33;76
35;182;75;76;2;61;52;70;50;75;72
30;184;82;76;3;68;77;79;76;35;67
31;193;84;76;2;53;55;64;51;76;76
32;190;88;76;2;70;75;65;67;34;82
30;182;72;76;2;67;56;66;55;75;75
34;168;72;76;2;66;67;78;75;72;74
29;178;70;76;3;76;69;76;80;49;62
31;180;78;76;2;54;67;81;75;66;71
32;176;70;76;2;68;48;67;65;78;77
33;175;71;76;3;73;71;80;77;44;65
31;176;76;76;3;80;74;73;73;35;75
28;180;74;76;3;67;76;72;79;32;68
31;196;84;76;3;60;80;76;72;53;75
30;178;76;76;3;77;72;60;72;49;79
30;182;81;76;4;81;75;60;76;34;73
29;179;76;76;2;70;74;73;74;74;83
31;174;72;76;3;74;77;74;81;30;62
29;180;74;76;2;75;71;53;69;31;74
29;182;70;76;3;79;64;70;74;75;74
29;191;88;76;2;51;53;48;39;77;86
31;192;86;76;2;44;26;50;42;79;80
28;179;73;76;2;75;64;75;73;71;72
33;175;73;76;3;70;75;74;79;32;63
32;181;78;76;3;73;76;55;73;32;72
29;175;73;76;3;85;68;72;78;74;74
28;174;62;76;2;77;43;62;68;75;64
31;178;67;76;3;73;63;76;71;76;63
32;184;79;76;2;77;72;74;74;72;81
30;180;80;76;3;82;59;73;74;74;84
29;173;72;76;3;74;64;78;76;66;74
30;185;77;76;2;66;46;56;60;77;77
29;191;81;76;3;60;59;70;69;72;84
29;185;75;76;4;66;77;78;79;36;62
28;180;76;76;4;83;74;76;80;40;56
30;179;71;76;3;77;75;68;74;37;80
33;173;64;76;3;62;73;77;81;63;65
27;188;85;76;2;73;58;60;59;76;78
27;178;72;76;3;77;73;66;77;49;79
28;190;76;76;3;75;71;72;80;71;81
28;170;73;76;3;87;67;74;78;40;54
30;177;75;76;3;69;77;52;77;35;70
29;172;67;76;3;76;70;77;80;73;72
29;184;76;76;2;75;51;69;69;72;78
27;183;76;76;2;65;61;68;70;75;80
28;178;70;76;2;67;58;77;72;73;63
28;174;76;76;4;83;71;72;78;31;63
30;180;77;76;3;76;76;77;75;70;78
29;173;75;76;3;73;71;76;78;46;63
28;192;85;76;2;61;43;51;53;77;80
27;173;66;76;3;64;65;73;77;48;60
28;178;75;76;3;67;77;77;78;52;60
28;189;79;76;2;71;47;70;66;77;78
28;182;75;76;2;67;49;67;70;76;74
29;180;76;76;3;77;75;75;78;46;68
28;194;85;76;2;80;45;43;40;78;74
34;186;71;76;2;60;37;51;50;80;69
28;178;72;76;2;78;52;71;73;74;72
29;183;73;76;3;75;77;67;74;31;67
28;180;73;76;3;66;62;71;68;74;82
28;191;96;76;2;52;54;57;51;78;85
28;182;82;76;2;64;57;69;70;72;87
28;182;80;76;3;76;79;63;74;36;63
29;183;75;76;2;73;67;79;76;74;76
28;180;75;76;3;75;78;77;77;30;63
28;180;75;76;2;82;61;67;72;75;81
30;175;73;76;3;86;76;60;70;32;71
27;170;68;76;2;87;54;72;75;72;69
30;185;76;76;3;79;76;67;73;36;66
31;175;73;76;3;78;72;63;72;48;79
28;184;78;76;2;71;74;58;69;31;74
28;179;71;76;3;76;68;77;76;65;76
19;180;75;75;4;82;63;72;81;22;50
18;173;68;75;3;77;65;71;83;30;50
18;185;75;75;2;82;39;68;76;75;73
20;181;75;75;4;81;64;80;83;45;62
19;176;70;75;4;86;69;72;82;46;58
19;185;75;75;3;85;69;67;75;30;64
22;181;73;75;4;81;67;72;82;37;64
22;177;70;75;3;68;66;76;74;53;73
20;180;71;75;3;77;71;71;81;35;60
20;178;67;75;4;88;71;68;82;26;49
22;177;71;75;3;81;73;72;80;42;62
23;187;82;75;2;71;62;71;69;78;75
20;175;65;75;4;74;68;72;81;51;54
23;187;82;75;3;78;74;57;76;31;70
20;185;78;75;3;82;77;55;77;28;67
22;178;72;75;4;88;71;71;77;37;74
22;186;85;75;2;78;68;70;64;73;82
20;188;83;75;2;59;68;72;73;68;78
22;176;63;75;3;86;72;72;76;33;64
21;170;61;75;3;75;70;75;78;45;49
23;173;69;75;2;78;39;69;71;73;74
22;186;81;75;3;82;78;59;75;28;74
21;168;69;75;4;93;74;66;81;29;49
21;185;77;75;2;74;75;67;72;62;76
20;184;74;75;3;74;77;68;77;44;57
21;181;79;75;2;75;39;52;65;75;83
24;174;60;75;3;79;68;69;81;64;71
24;182;82;75;3;77;72;55;70;29;79
26;174;69;75;4;86;71;68;84;42;57
23;186;79;75;2;72;50;61;64;77;77
23;175;67;75;3;86;53;65;75;73;74
22;180;73;75;3;74;66;75;77;69;75
22;186;78;75;2;68;47;59;60;76;79
23;188;80;75;2;82;63;72;73;73;76
21;173;73;75;3;80;61;72;76;69;73
22;190;77;75;2;68;42;50;54;77;71
20;171;62;75;4;83;65;72;79;52;65
24;180;73;75;3;76;76;71;77;30;65
24;188;78;75;4;91;71;66;80;39;78
22;177;73;75;3;77;72;76;78;52;68
27;175;76;75;3;78;67;75;77;66;79
25;180;81;75;3;74;76;65;69;40;84
24;190;81;75;2;73;76;55;66;34;74
24;187;83;75;2;77;73;71;75;71;85
24;183;90;75;2;70;33;50;50;74;79
25;178;70;75;4;77;69;75;74;62;70
23;182;74;75;2;70;65;69;71;73;80
23;188;86;75;2;64;75;67;71;43;71
23;176;64;75;3;77;56;74;73;73;68
23;182;76;75;3;76;72;74;77;32;67
23;168;64;75;4;83;63;69;84;25;55
24;170;64;75;3;77;65;74;82;25;61
24;169;63;75;3;81;67;75;81;56;52
21;188;80;75;2;66;55;70;68;71;84
26;187;71;75;2;68;36;56;52;78;72
19;187;84;75;4;80;71;74;77;50;63
22;182;73;75;2;69;37;57;71;77;71
26;186;79;75;2;54;64;73;66;73;78
24;185;70;75;3;85;76;68;76;34;68
23;177;85;75;4;84;69;68;80;37;69
24;188;83;75;2;68;51;69;65;78;78
24;175;80;75;4;85;67;71;79;30;69
23;180;73;75;3;79;74;69;76;31;69
25;193;88;75;3;74;75;62;72;30;75
26;186;80;75;2;63;74;58;70;42;80
25;176;78;75;2;80;69;71;75;73;77
24;185;80;75;3;76;62;68;73;74;79
26;192;80;75;2;66;47;53;56;74;83
26;169;65;75;3;89;73;71;83;26;54
23;188;76;75;2;68;68;69;72;75;88
26;177;76;75;4;81;71;70;77;44;65
23;177;65;75;3;69;57;75;71;69;62
26;194;84;75;2;52;41;51;54;76;77
23;175;75;75;4;93;62;71;76;29;61
23;180;77;75;4;89;74;63;79;33;73
24;181;71;75;3;64;55;75;75;54;67
26;185;78;75;3;68;58;73;73;66;76
27;172;70;75;3;86;66;68;81;37;68
22;184;78;75;2;75;42;72;66;75;69
22;193;84;75;2;70;58;60;68;75;82
24;182;82;75;2;83;74;56;71;31;74
24;183;85;75;2;75;73;65;74;34;82
24;170;70;75;3;82;66;71;80;38;64
27;188;78;75;3;46;70;81;67;72;73
26;178;76;75;2;69;57;66;66;76;80
25;185;69;75;2;56;52;67;71;74;73
26;172;69;75;3;79;68;75;78;66;73
25;190;87;75;2;74;52;49;49;78;78
25;186;77;75;2;67;61;67;68;77;78
24;183;73;75;3;93;70;68;73;31;71
25;184;87;75;2;71;53;71;71;73;77
23;187;83;75;3;78;57;71;74;74;77
26;188;80;75;2;73;44;60;68;77;73
26;183;82;75;2;75;58;68;70;74;82
25;170;70;75;3;71;54;70;73;74;75
27;183;84;75;4;72;76;65;83;42;62
25;184;77;75;2;69;80;60;70;32;65
25;181;75;75;2;68;47;55;62;77;74
23;174;75;75;3;71;72;74;77;55;71
24;179;78;75;3;80;67;72;77;62;75
24;176;70;75;3;91;63;65;78;30;76
24;183;78;75;4;89;68;70;79;31;62
24;175;76;75;2;85;62;71;76;68;70
22;168;64;75;2;78;52;64;72;75;71
24;172;68;75;3;76;66;77;79;27;46
23;185;80;75;2;85;77;70;72;50;83
26;188;79;75;2;64;74;53;63;35;83
26;183;81;75;3;71;75;58;73;33;75
27;176;70;75;4;79;70;76;76;37;66
27;188;78;75;2;83;35;60;60;75;77
27;176;68;75;3;91;74;69;78;30;61
25;181;74;75;2;77;70;75;73;70;73
26;174;66;75;2;66;75;75;71;57;68
26;180;71;75;2;68;65;77;73;73;76
25;186;76;75;2;73;38;64;66;77;69
25;188;85;75;2;54;44;60;60;76;78
26;180;71;75;2;66;39;61;59;76;76
26;193;86;75;3;62;62;76;73;67;73
26;176;71;75;3;67;66;80;73;58;65
27;173;70;75;4;86;74;71;77;26;72
26;188;84;75;4;66;72;78;81;59;76
27;180;76;75;3;53;64;75;71;69;74
26;194;89;75;3;62;75;64;69;34;73
27;180;81;75;3;84;74;59;73;36;80
27;190;78;75;3;74;54;68;67;77;72
27;194;92;75;2;53;34;48;42;77;79
27;192;84;75;2;72;40;44;43;77;78
27;178;74;75;3;82;75;69;78;28;57
26;182;78;75;2;73;60;71;67;75;78
24;169;61;75;3;75;67;78;74;36;47
27;182;80;75;3;69;71;71;74;72;69
27;176;70;75;2;75;48;65;74;76;71
26;168;68;75;4;87;78;70;76;37;67
27;187;82;75;2;61;76;54;67;35;74
26;169;71;75;2;89;64;66;74;71;74
33;191;75;75;2;52;32;57;54;78;72
34;185;77;75;2;60;29;54;58;77;73
31;180;76;75;4;71;72;60;72;34;74
34;170;65;75;3;57;66;84;79;63;60
33;183;74;75;2;54;42;53;51;79;72
31;177;85;75;3;64;68;70;70;74;77
33;182;79;75;2;54;36;54;55;78;72
30;175;65;75;3;57;63;78;73;71;66
34;185;81;75;2;51;55;51;49;78;73
33;201;84;75;3;53;75;68;68;31;69
32;183;88;75;3;52;77;73;70;63;81
30;190;87;75;2;67;54;65;57;76;78
29;170;77;75;4;83;65;69;80;35;63
30;168;64;75;3;70;76;76;77;30;67
30;178;73;75;3;80;72;75;80;57;61
32;179;75;75;3;54;57;78;73;49;59
31;171;69;75;3;77;71;63;78;34;68
31;174;72;75;2;76;57;71;73;74;70
29;180;74;75;3;67;68;77;75;66;72
35;190;87;75;2;44;45;51;41;78;79
35;181;70;75;2;53;58;68;63;78;72
31;188;81;75;2;58;70;67;70;75;77
31;178;73;75;3;83;68;67;79;72;74
30;188;70;75;3;68;75;71;72;49;74
31;183;80;75;3;59;71;71;69;75;75
30;184;83;75;2;55;39;54;51;75;83
30;178;76;75;3;51;68;80;71;69;70
30;192;88;75;2;64;45;46;44;75;82
29;175;65;75;3;74;66;76;75;51;54
29;174;72;75;3;67;75;76;74;47;63
31;180;76;75;3;60;70;77;72;68;81
30;184;74;75;2;56;67;75;67;82;75
34;183;80;75;2;48;42;54;47;76;72
31;167;65;75;3;68;52;76;78;68;66
34;186;74;75;3;54;32;62;58;78;69
33;172;68;75;3;73;69;76;79;46;59
33;184;81;75;2;55;54;51;60;77;74
33;183;86;75;2;47;45;52;54;77;71
30;184;78;75;2;65;50;59;65;76;77
32;192;85;75;2;41;44;52;53;77;78
29;187;73;75;2;70;68;72;75;38;66
30;185;77;75;3;78;75;64;73;30;60
29;177;72;75;2;70;40;52;50;75;78
33;172;68;75;4;75;71;76;77;27;58
30;177;73;75;4;88;68;73;73;43;67
32;168;71;75;4;71;67;73;80;46;51
32;172;71;75;3;87;78;70;75;40;72
30;179;71;75;2;77;54;72;70;73;74
30;178;70;75;2;74;62;71;70;74;71
28;180;68;75;3;78;68;71;72;73;81
30;194;92;75;2;57;35;54;43;77;75
30;174;72;75;3;72;75;68;76;33;69
31;180;82;75;3;65;58;74;72;76;76
30;184;75;75;2;70;68;75;73;74;75
28;181;74;75;4;69;67;75;81;47;68
34;180;76;75;3;57;77;80;76;34;59
29;175;75;75;2;76;71;72;74;72;80
28;180;72;75;3;75;72;70;78;36;62
28;186;91;75;2;55;33;51;47;76;76
28;176;72;75;4;75;78;76;82;29;52
30;180;74;75;2;60;54;68;68;72;85
31;172;71;75;3;69;67;76;75;53;65
31;186;77;75;2;71;49;69;67;75;78
30;184;71;75;2;86;59;73;77;70;80
31;184;77;75;2;64;37;60;56;80;71
29;188;89;75;2;75;37;49;53;76;78
28;190;85;75;2;70;59;67;64;73;83
28;171;70;75;4;84;71;72;82;45;65
28;183;78;75;2;63;65;71;67;74;78
28;179;71;75;3;75;74;73;79;34;59
30;185;75;75;2;49;44;46;46;80;70
29;184;74;75;2;77;67;72;73;73;74
29;176;68;75;3;72;68;78;76;55;66
28;180;82;75;3;79;76;71;73;34;79
33;186;78;75;3;53;65;75;67;66;73
28;173;70;75;3;72;46;67;73;74;78
30;187;81;75;2;59;34;51;61;75;76
29;175;71;75;4;78;76;75;77;29;67
28;182;82;75;2;77;52;69;74;73;74
27;186;78;75;3;63;65;76;75;47;60
30;191;84;75;2;34;47;47;37;77;82
27;184;81;75;3;74;68;77;75;38;69
29;188;76;75;3;70;76;76;77;57;69
29;183;80;75;2;79;73;56;69;29;71
28;185;76;75;2;67;51;61;55;78;78
27;173;68;75;4;78;70;73;75;49;61
28;176;68;75;2;71;57;71;74;75;73
29;188;78;75;2;58;66;66;61;77;81
30;177;74;75;3;78;47;66;68;74;78
29;188;84;75;3;72;74;63;75;46;73
27;182;79;75;3;75;72;74;77;64;75
34;175;65;75;4;67;72;76;75;40;68
27;176;77;75;3;85;75;70;79;31;58
28;188;82;75;2;59;38;53;51;77;75
27;176;70;75;3;69;70;78;78;50;65
33;178;78;75;2;76;74;67;74;31;73
29;178;82;75;3;72;74;66;75;30;76
27;185;74;75;2;74;40;57;66;78;79
30;189;81;75;3;72;74;63;75;46;73
19;173;66;74;3;73;58;80;75;61;67
19;175;63;74;4;75;48;76;85;40;42
19;189;82;74;2;70;76;51;66;29;74
21;175;71;74;3;78;65;73;79;44;65
19;184;75;74;4;85;67;66;80;38;68
19;187;85;74;2;74;49;57;54;74;79
20;178;72;74;4;76;62;74;83;27;44
20;187;70;74;2;78;42;62;64;73;74
20;179;75;74;4;81;71;64;82;28;52
20;184;82;74;4;79;63;73;77;67;76
21;169;64;74;3;82;70;69;78;59;46
21;170;69;74;3;70;64;73;80;38;55
22;181;81;74;3;89;70;69;79;31;61
21;190;85;74;2;80;40;59;63;73;77
20;174;65;74;2;74;71;75;76;41;64
19;181;70;74;2;68;45;64;65;73;68
21;180;70;74;3;73;73;73;74;42;57
19;171;63;74;2;84;60;70;73;74;66
20;172;66;74;3;87;67;64;82;39;52
21;170;65;74;4;78;65;71;81;32;50
22;187;84;74;3;63;77;62;69;38;67
21;182;73;74;2;77;49;51;64;75;75
22;180;80;74;4;84;65;71;78;27;59
20;171;72;74;3;80;68;69;81;38;63
21;174;65;74;4;92;62;68;78;49;57
22;189;84;74;2;64;34;61;61;75;82
20;184;76;74;2;70;49;59;55;74;77
27;186;81;74;2;78;50;58;65;75;74
27;189;80;74;5;84;70;75;84;29;66
24;186;82;74;3;69;62;74;75;61;76
23;183;76;74;3;68;62;73;75;56;67
22;184;83;74;2;67;72;75;71;56;77
25;187;80;74;2;61;54;58;58;74;79
23;183;78;74;3;77;75;57;73;30;69
23;188;77;74;2;70;63;69;68;74;79
22;185;83;74;2;67;47;52;56;74;78
21;173;74;74;4;78;70;69;80;31;49
24;177;65;74;3;72;68;73;75;66;72
22;182;82;74;2;78;49;69;66;74;80
21;178;70;74;3;74;66;71;81;51;63
22;172;68;74;3;82;69;67;80;27;58
24;177;74;74;4;79;72;74;75;49;69
22;165;69;74;3;88;66;70;79;36;56
23;179;71;74;3;87;69;67;74;72;70
21;181;71;74;3;77;70;68;81;29;61
22;178;70;74;3;70;68;78;71;60;66
22;175;75;74;4;90;70;69;78;34;61
24;188;82;74;2;64;52;45;62;77;73
23;186;80;74;2;72;75;49;71;42;69
27;180;73;74;3;92;52;69;76;70;80
26;172;65;74;3;81;72;71;78;35;59
26;174;70;74;3;82;68;74;72;37;63
25;179;70;74;4;82;68;70;82;31;56
24;182;70;74;2;80;54;69;74;77;75
27;181;72;74;3;77;69;76;73;67;69
23;187;80;74;3;73;67;75;78;52;72
25;190;75;74;3;71;56;69;72;77;82
26;171;68;74;3;68;68;77;76;52;63
27;182;83;74;3;77;40;69;73;72;79
25;178;72;74;2;67;55;67;62;70;78
23;180;81;74;3;86;75;69;74;46;76
24;178;69;74;2;78;48;72;73;73;74
26;185;80;74;2;54;39;60;53;74;77
21;188;84;74;2;56;37;57;57;74;77
22;181;73;74;3;75;69;74;76;28;61
25;190;83;74;2;54;27;44;40;77;77
20;187;79;74;2;65;29;50;50;77;61
22;174;70;74;4;82;75;68;77;26;64
25;193;83;74;2;54;53;45;53;76;76
23;179;74;74;3;86;70;70;75;31;67
23;173;72;74;3;83;58;68;74;73;73
24;179;85;74;2;76;43;67;69;74;70
26;186;84;74;2;81;60;67;70;72;79
24;191;80;74;3;68;74;58;72;29;66
25;179;71;74;4;84;68;67;77;38;62
23;175;73;74;3;79;71;71;78;38;68
25;188;80;74;2;66;74;57;69;33;73
27;160;57;74;3;89;67;77;85;36;51
26;182;78;74;2;72;75;68;71;37;65
25;185;72;74;3;76;74;65;71;43;70
24;187;76;74;2;66;49;68;66;76;76
26;173;65;74;3;81;67;71;77;73;71
25;182;72;74;3;76;71;65;76;37;77
24;175;67;74;3;76;64;76;78;48;59
25;179;73;74;3;80;71;71;77;37;68
22;185;72;74;3;70;70;70;74;56;61
24;179;74;74;3;73;73;71;75;33;63
24;185;78;74;3;74;41;59;71;75;71
25;181;81;74;2;58;52;68;62;73;77
25;174;68;74;4;85;70;64;78;29;53
25;190;85;74;3;76;73;54;66;32;80
22;182;75;74;2;67;36;47;57;75;77
24;185;83;74;2;64;66;65;66;73;81
24;185;83;74;2;67;36;49;46;74;76
24;164;62;74;3;84;55;70;80;47;57
23;184;75;74;3;78;77;62;73;29;60
23;177;71;74;4;84;71;70;79;53;64
25;193;88;74;2;61;48;56;60;75;79
23;173;73;74;3;82;62;71;78;50;61
24;181;76;74;2;67;53;67;69;76;75
26;173;72;74;3;69;45;69;71;75;75
25;191;84;74;3;47;37;50;60;75;81
23;178;84;74;3;84;74;66;75;29;78
24;168;64;74;4;85;67;73;81;41;53
21;171;73;74;4;92;68;63;76;28;59
25;185;79;74;2;74;71;71;72;38;60
27;181;78;74;2;53;67;76;62;65;77
27;175;74;74;3;68;60;72;77;63;71
27;178;75;74;3;68;69;72;76;32;63
27;191;87;74;2;72;32;57;59;73;75
26;175;65;74;3;81;60;65;84;30;62
27;184;79;74;3;60;62;77;66;63;68
25;180;73;74;3;65;78;70;68;41;66
24;186;79;74;3;70;73;54;67;34;79
26;183;74;74;3;87;51;73;76;70;69
25;182;80;74;2;68;36;51;63;74;80
25;176;70;74;3;81;70;71;79;31;54
26;184;91;74;3;86;73;73;74;40;74
25;186;75;74;3;67;67;79;75;57;67
26;175;69;74;4;91;70;65;79;41;70
25;183;80;74;2;77;41;67;68;74;76
24;191;77;74;3;72;44;62;62;75;76
26;178;82;74;3;84;65;68;72;71;75
24;185;71;74;2;73;75;48;68;40;68
24;182;74;74;3;75;73;63;77;32;58
27;178;68;74;2;77;51;74;70;72;74
27;184;71;74;2;58;32;60;51;79;71
24;168;64;74;4;86;64;70;77;27;45
24;177;70;74;2;80;60;67;75;75;74
25;186;85;74;2;75;73;65;70;39;78
26;183;81;74;2;78;75;51;64;31;78
23;191;86;74;2;74;74;46;66;35;79
27;184;80;74;3;67;77;52;70;30;65
24;188;84;74;2;74;73;50;67;35;73
25;178;79;74;3;71;72;72;74;54;75
26;193;87;74;2;50;42;56;48;76;75
22;179;73;74;3;87;72;63;76;31;72
23;173;73;74;2;76;56;69;72;73;75
25;191;80;74;2;73;52;63;66;74;81
27;175;68;74;2;76;62;70;70;74;73
22;185;80;74;2;62;62;72;75;67;76
27;180;75;74;3;71;72;74;74;49;65
23;170;64;74;3;71;68;76;78;59;59
23;180;70;74;3;90;65;67;75;45;72
23;186;77;74;3;79;72;68;72;33;78
24;182;72;74;2;75;27;46;52;76;73
19;182;70;74;3;69;62;72;74;71;67
25;170;66;74;2;87;62;69;74;70;82
27;185;77;74;4;86;71;65;78;33;69
27;178;75;74;2;84;50;64;66;73;74
27;180;76;74;3;75;45;70;73;73;71
27;174;63;74;3;77;75;73;78;33;56
26;176;71;74;2;77;74;64;72;29;74
25;180;78;74;2;81;61;69;74;69;79
26;181;75;74;2;77;59;60;63;75;76
27;181;88;74;3;70;75;62;73;31;79
27;175;67;74;2;64;59;74;71;74;74
26;191;85;74;2;67;31;48;49;76;75
25;168;65;74;3;77;54;69;77;69;72
26;186;85;74;2;58;52;59;56;75;76
24;173;70;74;4;88;69;64;79;30;64
26;190;80;74;2;66;69;72;70;71;76
25;178;70;74;5;86;70;67;83;32;53
26;181;70;74;3;80;59;71;76;62;69
26;174;72;74;3;67;62;76;70;65;68
27;176;70;74;4;91;67;68;77;34;67
26;176;70;74;2;77;51;71;76;72;60
26;180;76;74;3;82;71;54;71;35;76
26;168;67;74;3;82;67;71;78;40;58
25;190;79;74;2;51;31;54;50;77;78
27;185;81;74;4;88;72;68;75;34;68
25;177;74;74;3;77;79;67;77;30;68
27;177;70;74;3;88;71;68;73;71;70
26;182;77;74;3;66;73;75;78;41;73
26;182;74;74;3;76;68;72;76;55;73
26;167;62;74;4;91;73;66;80;37;64
26;176;68;74;3;89;69;70;72;69;71
25;178;70;74;2;82;47;71;71;74;67
26;169;67;74;3;91;70;66;77;33;56
26;185;81;74;2;59;29;62;59;74;82
25;170;65;74;3;75;68;74;73;68;67
25;180;78;74;4;78;72;76;75;29;70
26;193;89;74;2;39;37;45;46;76;84
26;164;62;74;2;86;56;69;71;73;75
26;165;66;74;3;83;67;70;81;38;47
24;174;72;74;2;85;71;65;76;48;70
33;180;73;74;2;68;68;74;70;70;73
37;180;78;74;3;71;72;63;73;35;61
33;185;83;74;2;43;48;54;52;76;70
31;183;75;74;3;79;58;70;74;72;72
34;188;95;74;2;23;42;35;35;75;75
32;185;80;74;2;68;44;45;49;78;71
34;183;72;74;2;32;37;54;50;77;69
37;183;78;74;2;68;44;59;61;76;73
34;197;88;74;2;49;38;54;45;79;81
31;191;89;74;2;50;39;40;34;75;81
30;193;90;74;2;42;48;53;45;73;78
36;172;75;74;3;53;49;77;70;68;64
32;177;70;74;3;56;62;67;67;73;69
33;182;82;74;2;61;55;70;62;74;73
33;182;78;74;2;51;61;76;70;69;76
33;189;80;74;2;55;36;45;47;78;66
33;199;92;74;2;33;41;50;44;75;80
30;180;73;74;3;77;76;54;66;28;59
31;190;90;74;3;57;64;69;63;75;78
35;177;75;74;3;67;70;75;78;52;56
34;178;69;74;3;65;69;69;71;61;78
29;185;84;74;3;66;72;79;73;50;63
32;179;82;74;3;81;73;66;76;36;74
30;177;77;74;3;70;65;71;73;71;77
31;193;92;74;2;29;48;49;34;75;82
32;183;82;74;3;65;70;73;71;65;72
35;178;71;74;2;54;65;78;70;67;66
31;181;79;74;2;55;51;52;52;77;69
31;183;82;74;3;66;76;77;74;69;72
31;185;75;74;3;68;74;68;74;32;73
32;180;75;74;3;74;67;72;78;44;63
31;177;76;74;2;71;56;71;69;73;78
33;172;65;74;3;68;69;75;76;35;55
30;187;78;74;3;71;74;57;67;31;75
32;186;78;74;2;80;53;66;68;73;76
31;185;80;74;2;63;41;65;57;75;76
32;185;76;74;2;66;73;59;70;30;68
33;186;76;74;2;54;36;47;46;77;72
30;181;81;74;4;72;73;73;73;43;77
31;184;75;74;3;77;74;67;71;50;78
30;180;72;74;4;76;70;74;79;27;51
28;181;82;74;3;80;72;66;69;46;73
28;183;75;74;2;62;33;58;54;74;77
30;184;75;74;2;72;56;70;67;72;73
31;185;77;74;2;55;39;50;52;75;75
30;193;91;74;2;42;36;46;44;75;79
33;188;84;74;2;29;50;47;37;73;73
32;192;82;74;2;50;45;43;46;77;72
30;178;81;74;3;60;78;65;69;29;71
31;187;80;74;2;53;42;53;58;75;71
33;182;81;74;2;61;33;47;46;76;72
28;186;85;74;2;69;43;63;58;74;76
36;182;78;74;2;51;49;49;44;78;67
35;181;76;74;2;55;46;49;48;75;69
30;183;73;74;3;68;68;72;74;66;72
32;169;67;74;3;83;45;70;72;73;61
34;168;68;74;3;77;70;69;80;46;62
32;179;74;74;2;75;49;59;60;75;80
28;175;70;74;3;75;71;72;76;71;76
28;181;82;74;3;76;59;75;75;72;70
33;187;86;74;3;64;77;64;72;35;66
